Joel Embiid,33616770,C,28,PHI,66,66,34.6,11.0,20.1,1.0,3.0,10.0,17.1,1.7,8.4,4.2,1.0,1.7,3.1,33.1,2284,31.4
CJ McCollum,33333333,SG,31,NOP,75,75,35.3,7.8,17.9,2.8,7.2,5.0,10.7,0.7,3.6,5.7,0.9,0.5,2.0,20.9,2649,15.6
James Harden,33000000,PG,33,PHI,58,58,36.8,6.4,14.5,2.8,7.2,3.6,7.3,0.7,5.4,10.7,1.2,0.5,1.9,21.0,2135,21.6
Jamal Murray,31650600,PG,25,DEN,65,65,32.8,7.3,16.0,2.6,6.6,4.6,9.4,0.7,3.2,6.2,1.0,0.2,1.6,20.0,2133,18.0
Brandon Ingram,31650600,SF,25,NOP,45,45,34.2,9.0,18.6,1.4,3.6,7.6,14.9,0.5,5.0,5.8,0.7,0.4,2.6,24.7,1538,19.2
D'Angelo Russell,31377750,PG,26,LAL/MIN,71,71,32.5,6.3,13.4,2.7,6.9,3.5,6.5,0.5,2.5,6.2,1.0,0.4,2.0,17.8,2304,16.3
Donovan Mitchell,30913750,SG,26,CLE,68,68,35.8,10.0,20.6,3.6,9.3,6.4,11.3,0.9,3.3,4.4,1.5,0.4,2.5,28.3,2432,22.9
Shai Gilgeous-Alexander,30913750,PG,24,OKC,68,68,35.5,10.4,20.3,0.9,2.5,9.5,17.8,0.9,4.0,5.5,1.6,1.0,2.8,31.4,2416,27.2
Deandre Ayton,30913750,C,24,PHO,67,67,30.4,7.8,13.2,0.1,0.4,7.7,12.9,2.6,7.4,1.7,0.6,0.8,2.8,18.0,2035,19.9
Kevin Love,30556968,PF,34,CLE/MIA,62,20,20.0,2.7,6.8,1.6,4.8,1.1,2.1,1.0,5.5,1.9,0.3,0.2,1.6,8.2,1240,13.1
Jayson Tatum,30351780,SF,24,BOS,74,74,36.9,9.8,21.1,3.2,9.3,6.6,11.8,1.1,7.7,4.6,1.1,0.7,2.2,30.1,2732,23.7
Bam Adebayo,30351780,C,25,MIA,75,75,34.6,8.0,14.9,0.0,0.2,8.0,14.7,2.5,6.7,3.2,1.2,0.8,2.8,20.4,2598,20.1
De'Aaron Fox,30351780,PG,25,SAC,73,73,33.4,9.3,18.2,1.6,5.0,7.7,13.2,0.5,3.6,6.1,1.1,0.3,2.4,25.0,2435,21.8
Gordon Hayward,30075000,SF,32,CHO,50,50,31.5,5.5,11.6,1.0,3.2,4.5,8.4,0.7,3.6,4.1,0.8,0.2,1.4,14.7,1577,13.5
Jaylen Brown,29776785,SF,26,BOS,67,67,35.9,10.1,20.6,2.4,7.3,7.7,13.4,1.2,5.7,3.5,1.1,0.4,2.6,26.6,2405,19.1
Chris Paul,28400000,PG,37,PHO,59,59,32.0,5.0,11.3,1.7,4.4,3.3,6.9,0.5,3.8,8.9,1.5,0.4,2.1,13.9,1889,17.7
Kyle Lowry,28333334,PG,36,MIA,55,44,31.2,3.6,8.8,1.9,5.6,1.6,3.2,0.8,3.3,5.1,1.0,0.4,2.6,11.2,1718,12.6
Jalen Brunson,27733332,PG,26,NYK,68,68,35.0,8.6,17.6,2.0,4.7,6.7,12.8,0.6,3.0,6.2,0.9,0.2,2.2,24.0,2379,21.2
DeMar DeRozan,27300000,SF,33,CHI,74,74,36.2,8.9,17.6,0.6,1.9,8.3,15.7,0.5,4.2,5.1,1.1,0.5,2.5,24.5,2682,20.6
Al Horford,26500000,C,36,BOS,63,63,30.5,3.6,7.6,2.3,5.2,1.3,2.4,1.2,5.0,3.0,0.5,1.0,1.9,9.8,1922,13.8
Draymond Green,25806468,PF,32,GSW,73,73,31.5,3.4,6.5,0.5,1.8,2.9,4.7,0.9,6.3,6.8,1.0,0.8,3.1,8.5,2297,12.2
Julius Randle,23760000,PF,28,NYK,77,77,35.5,8.5,18.6,2.8,8.3,5.7,10.3,1.8,8.1,4.1,0.6,0.3,3.0,25.1,2737,20.3
John Collins,23500000,PF,25,ATL,71,71,30.0,5.1,10.0,1.0,3.4,4.1,6.6,1.1,5.4,1.2,0.6,1.0,3.1,13.1,2130,13.6
Mike Conley,22680000,PG,35,MIN/UTA,67,66,30.3,3.9,9.1,2.0,5.2,1.9,3.9,0.5,2.2,6.7,1.1,0.2,2.1,11.9,2029,14.7
Malcolm Brogdon,22600000,PG,30,BOS,67,0,26.0,5.3,10.9,2.0,4.4,3.3,6.5,0.6,3.6,3.7,0.7,0.3,1.6,14.9,1744,18.2
Anfernee Simons,22321429,SG,23,POR,62,62,35.0,7.5,16.9,3.4,9.1,4.1,7.8,0.3,2.3,4.1,0.7,0.2,2.3,21.1,2171,14.8
Terry Rozier,21486316,SG,28,CHO,63,63,35.3,7.8,18.9,2.6,8.0,5.2,10.8,0.8,3.3,5.1,1.2,0.3,1.9,21.1,2221,14.7
Fred VanVleet,21250000,PG,28,TOR,69,69,36.7,6.3,16.1,3.0,8.8,3.3,7.3,0.4,3.6,7.2,1.8,0.6,2.8,19.3,2535,17.0
Buddy Hield,21177750,SF,30,IND,80,73,31.0,5.9,13.0,3.6,8.5,2.3,4.5,0.8,4.2,2.8,1.2,0.3,2.0,16.8,2482,15.4
Domantas Sabonis,21100000,C,26,SAC,79,79,34.6,7.3,11.9,0.4,1.1,6.9,10.8,3.2,9.1,7.3,0.8,0.5,3.5,19.1,2736,23.5
Jerami Grant,20955000,PF,28,POR,63,63,35.7,6.9,14.5,2.3,5.7,4.6,8.8,0.8,3.7,2.4,0.8,0.8,2.4,20.5,2246,16.0
Aaron Gordon,20690909,PF,27,DEN,68,68,30.2,6.3,11.2,0.9,2.5,5.4,8.6,2.4,4.1,3.0,0.8,0.8,1.9,16.3,2055,19.5
Mikal Bridges,20100000,SF-SG,26,BRK/PHO,83,83,35.7,7.1,15.3,2.0,5.3,5.1,9.9,1.0,3.4,3.3,1.1,0.7,1.9,20.1,2963,16.8
Jarrett Allen,20000000,C,24,CLE,68,68,32.6,5.9,9.2,0.0,0.1,5.9,9.1,3.3,6.5,1.7,0.8,1.2,2.3,14.3,2220,19.9
Nicolas Batum,19700319,PF,34,LAC,78,19,21.9,2.1,4.9,1.6,4.1,0.5,0.8,0.8,3.0,1.6,0.7,0.6,1.9,6.1,1709,11.0
Eric Gordon,19568360,SG,34,HOU/LAC,69,58,28.5,4.2,9.5,1.9,5.2,2.3,4.3,0.2,1.7,2.7,0.6,0.4,1.1,12.4,1965,11.8
Spencer Dinwiddie,19500000,SG-PG,29,BRK/DAL,79,79,34.5,5.8,13.3,2.3,6.2,3.5,7.1,0.4,3.1,6.5,0.8,0.3,2.4,17.3,2725,16.0
Caris LeVert,18796296,SG,28,CLE,74,30,30.2,4.3,10.0,1.7,4.4,2.6,5.6,0.7,3.1,3.9,1.0,0.3,2.3,12.1,2237,12.4
Joe Harris,18642857,SF,31,BRK,74,33,20.6,2.7,5.9,1.9,4.5,0.8,1.4,0.3,1.9,1.4,0.5,0.2,1.9,7.6,1527,10.6
Harrison Barnes,18352273,PF,30,SAC,82,82,32.5,4.6,9.6,1.6,4.3,3.0,5.3,1.1,3.4,1.6,0.7,0.1,1.3,15.0,2662,14.1
Clint Capela,18206896,C,28,ATL,65,63,26.6,5.4,8.2,0.0,0.0,5.4,8.2,4.0,7.1,0.9,0.7,1.2,2.1,12.0,1730,22.1
Evan Fournier,18000000,SG,30,NYK,27,7,17.0,2.1,6.1,1.3,4.2,0.8,1.9,0.1,1.7,1.3,0.6,0.1,1.7,6.1,459,6.9
Steven Adams,17926829,C,29,MEM,42,42,27.0,3.7,6.3,0.0,0.0,3.7,6.2,5.1,6.5,2.3,0.9,1.1,2.3,8.6,1133,17.5
Jonathan Isaac,17400000,PF,25,ORL,11,0,11.3,2.0,4.8,0.5,1.4,1.5,3.5,1.4,2.6,0.5,1.3,0.4,0.5,5.0,124,20.3
OG Anunoby,17357143,SF,25,TOR,67,67,35.6,6.3,13.2,2.1,5.5,4.2,7.7,1.4,3.5,2.0,1.9,0.7,3.0,16.8,2386,14.6
Marcus Smart,17207142,PG,28,BOS,61,61,32.1,4.1,9.9,1.9,5.6,2.2,4.3,0.8,2.4,6.3,1.5,0.4,2.8,11.5,1957,12.1
Derrick White,17142857,SG,28,BOS,82,70,28.3,4.3,9.2,1.8,4.8,2.5,4.5,0.6,2.9,3.9,0.7,0.9,2.2,12.4,2319,15.4
Dejounte Murray,17071120,SG,26,ATL,74,74,36.4,8.3,17.8,1.8,5.2,6.5,12.6,0.7,4.5,6.1,1.5,0.3,1.4,20.5,2693,17.0
Mitchell Robinson,17045454,C,24,NYK,59,58,27.0,3.2,4.7,0.0,0.0,3.2,4.7,4.5,4.9,0.9,0.9,1.8,2.7,7.4,1591,18.9
Duncan Robinson,16902000,SF,28,MIA,42,1,16.5,2.1,5.6,1.5,4.6,0.6,1.1,0.2,1.5,1.1,0.3,0.0,1.8,6.4,691,7.8
Norman Powell,16758621,SG,29,LAC,60,8,26.1,5.7,11.8,1.9,4.8,3.8,7.1,0.4,2.5,1.8,0.8,0.3,2.1,17.0,1567,17.1
Collin Sexton,16700000,PG,24,UTA,48,15,23.9,4.9,9.8,1.0,2.5,3.9,7.2,0.8,1.4,2.9,0.6,0.1,2.3,14.3,1145,15.9
Markelle Fultz,16500000,PG,24,ORL,60,60,29.6,5.8,11.3,0.5,1.5,5.4,9.9,1.2,2.8,5.7,1.5,0.4,2.2,14.0,1778,16.6
Lauri Markkanen,16475454,PF,25,UTA,66,66,34.4,8.7,17.3,3.0,7.7,5.6,9.6,2.0,6.7,1.9,0.6,0.6,2.1,25.6,2273,22.1
Marcus Morris,16372093,PF,33,LAC,65,65,28.1,4.2,9.9,1.7,4.7,2.5,5.2,0.4,3.5,1.8,0.6,0.3,2.1,11.2,1825,10.5
Malik Beasley,15558035,SG,26,LAL/UTA,81,27,25.8,4.6,11.6,2.9,8.1,1.7,3.4,0.4,3.1,1.5,0.8,0.1,1.3,12.7,2093,10.9
Luguentz Dort,15277778,SF,23,OKC,74,73,30.7,4.6,11.8,1.8,5.5,2.8,6.3,1.7,2.9,2.1,1.0,0.3,3.3,13.7,2272,11.3
Will Barton,15059712,SG,32,WAS/TOR,56,2,17.7,2.5,6.5,1.2,3.2,1.3,3.3,0.3,2.2,2.0,0.5,0.2,1.0,6.8,993,10.0
Tyus Jones,15000000,PG,26,MEM,80,22,24.3,3.9,8.9,1.5,4.1,2.4,4.8,0.4,2.2,5.2,1.0,0.1,0.4,10.3,1940,16.0
Derrick Rose,14520730,PG,34,NYK,27,0,12.5,2.3,5.9,0.7,2.3,1.6,3.6,0.3,1.2,1.7,0.3,0.2,0.7,5.6,338,10.1
Kevin Huerter,14508929,SG,24,SAC,75,75,29.4,5.6,11.5,2.7,6.8,2.9,4.7,0.6,2.8,2.9,1.1,0.3,2.4,15.2,2203,15.2
Christian Wood,14317459,C,27,DAL,67,17,25.9,5.9,11.5,1.6,4.2,4.3,7.3,1.3,6.0,1.8,0.4,1.1,2.5,16.6,1738,20.6
Kentavious Caldwell-Pope,14004703,SG,29,DEN,76,76,31.3,3.8,8.3,1.8,4.2,2.1,4.1,0.5,2.3,2.4,1.5,0.5,1.9,10.8,2381,11.5
Brook Lopez,13906976,C,34,MIL,78,78,30.4,6.1,11.5,1.7,4.7,4.4,6.9,2.0,4.7,1.3,0.5,2.5,2.6,15.9,2373,18.4
Patrick Beverley,13801614,SG-PG,34,LAL/CHI,67,67,27.1,2.1,5.4,1.2,3.6,1.0,1.8,0.7,3.0,2.9,0.9,0.6,2.8,6.2,1816,8.9
Doug McDermott,13750000,SF,31,SAS,64,0,20.5,3.7,8.2,1.9,4.7,1.8,3.5,0.4,1.8,1.4,0.2,0.1,1.8,10.2,1314,11.2
Luke Kennard,13745455,SG,26,LAC/MEM,59,14,22.3,3.2,6.5,2.3,4.6,0.9,1.9,0.3,2.4,1.5,0.5,0.1,1.4,9.3,1315,13.0
Zion Williamson,13534817,PF,22,NOP,29,29,33.0,9.8,16.2,0.2,0.7,9.6,15.5,2.0,5.0,4.6,1.1,0.6,2.2,26.0,956,25.2
Jordan Clarkson,13340000,SG,30,UTA,61,61,32.6,7.5,16.9,2.5,7.5,5.0,9.4,1.2,2.9,4.4,0.5,0.2,2.0,20.8,1988,14.7
Gary Harris,13000000,SG,28,ORL,48,42,24.7,2.9,6.4,2.0,4.5,0.9,1.9,0.4,1.6,1.2,0.9,0.3,1.9,8.3,1184,10.5
Kyle Kuzma,13000000,PF,27,WAS,64,64,35.0,8.0,17.8,2.5,7.5,5.5,10.3,0.9,6.4,3.7,0.6,0.5,2.3,21.2,2239,14.3
Josh Hart,12960000,SF,27,NYK/POR,76,52,32.3,3.6,6.8,0.8,2.2,2.8,4.7,1.9,5.9,3.8,1.2,0.3,2.6,9.8,2454,14.1
Dorian Finney-Smith,12939848,PF,29,BRK/DAL,66,66,30.4,3.0,7.6,1.7,5.1,1.2,2.5,1.7,3.1,1.5,0.8,0.5,2.2,8.3,2009,9.2
Kelly Olynyk,12804878,C,31,UTA,68,68,28.6,4.1,8.2,1.4,3.5,2.7,4.7,1.2,5.0,3.7,0.9,0.5,3.4,12.5,1942,14.4
Chris Boucher,12690000,PF,30,TOR,76,0,20.0,3.4,7.0,0.8,2.5,2.6,4.5,2.1,3.5,0.4,0.6,0.8,1.9,9.4,1523,18.0
Robert Covington,12307692,PF,32,LAC,48,0,16.2,2.1,4.8,1.1,2.8,1.0,1.9,0.6,2.8,1.2,0.8,0.7,1.8,6.0,779,14.2
Josh Richardson,12196094,SG,29,NOP/SAS,65,10,23.5,3.7,8.5,1.6,4.5,2.0,4.0,0.6,2.1,2.7,1.1,0.3,1.8,10.1,1530,12.3
Ja Morant,12119440,PG,23,MEM,61,59,31.9,9.3,19.9,1.5,4.9,7.8,15.0,1.0,4.9,8.1,1.1,0.3,1.6,26.2,1948,23.3
Danny Green,11710528,SG,35,CLE/MEM,11,0,12.5,2.0,4.5,1.5,3.4,0.5,1.1,0.3,1.0,0.5,0.5,0.3,1.5,5.5,138,10.8
Terrence Ross,11500000,SG,31,ORL/PHO,63,9,21.1,3.2,7.4,1.5,4.1,1.7,3.3,0.3,2.1,1.5,0.6,0.2,1.5,8.3,1330,10.2
Reggie Jackson,11457217,PG,32,DEN/LAC,68,40,24.4,3.9,9.4,1.4,4.2,2.5,5.2,0.4,1.8,3.4,0.7,0.1,1.7,10.2,1657,10.0
Dillon Brooks,11400000,SF,27,MEM,73,73,30.3,5.4,13.6,2.0,6.0,3.4,7.6,0.6,2.7,2.6,0.9,0.2,3.3,14.3,2214,9.4
Richaun Holmes,11215260,C,29,SAC,42,1,8.3,1.3,2.1,0.1,0.2,1.2,1.9,0.7,1.2,0.2,0.1,0.3,1.2,3.1,348,12.9
Dwight Powell,11080125,C,31,DAL,76,64,19.2,2.6,3.5,0.0,0.1,2.6,3.5,2.0,2.2,0.9,0.6,0.3,2.8,6.7,1458,15.5
Paolo Banchero,11055120,PF,20,ORL,72,72,33.8,6.7,15.6,1.2,4.0,5.5,11.6,1.2,5.7,3.7,0.8,0.5,2.2,20.0,2430,14.9
RJ Barrett,10900634,SG,22,NYK,73,73,33.9,7.0,16.1,1.7,5.3,5.3,10.8,0.8,4.2,2.8,0.4,0.2,2.5,19.6,2475,12.9
Bobby Portis,10843350,PF,27,MIL,70,22,26.0,5.7,11.5,1.4,3.7,4.3,7.8,2.2,7.4,1.5,0.4,0.2,1.6,14.1,1818,17.8
DeAndre Jordan,10733758,C,34,DEN,39,8,15.0,2.3,2.9,0.0,0.0,2.2,2.9,1.3,3.8,0.9,0.3,0.6,1.8,5.1,586,14.7
Anthony Edwards,10733400,SG,21,MIN,79,79,36.0,8.9,19.5,2.7,7.3,6.3,12.2,0.6,5.2,4.4,1.6,0.7,2.4,24.6,2842,17.4
Robert Williams,10714287,C,25,BOS,35,20,23.5,3.6,4.9,0.0,0.0,3.6,4.8,3.0,5.4,1.4,0.6,1.4,1.9,8.0,824,19.8
Cade Cunningham,10552800,PG,21,DET,12,12,33.3,7.8,18.7,1.4,5.1,6.3,13.6,1.0,5.2,6.0,0.8,0.6,2.8,19.9,400,14.0
Mo Bamba,10300000,C,24,LAL/ORL,49,7,15.7,2.4,4.9,1.0,2.5,1.4,2.4,1.2,3.4,0.9,0.3,0.9,2.1,6.6,769,15.7
Talen Horton-Tucker,10260000,SG,22,UTA,65,20,20.2,4.0,9.4,0.9,3.1,3.1,6.3,0.6,2.6,3.8,0.6,0.4,1.7,10.7,1313,13.7
Jae Crowder,10183800,PF,32,MIL,18,3,18.9,2.5,5.2,1.3,3.1,1.2,2.2,0.9,2.9,1.5,0.7,0.3,1.5,6.9,340,14.6
Ivica Zubac,10123457,C,25,LAC,76,76,28.6,4.3,6.8,0.0,0.0,4.3,6.7,3.1,6.8,1.0,0.4,1.3,2.9,10.8,2170,16.7
Reggie Bullock,10012800,SF,31,DAL,78,55,30.3,2.5,6.0,1.9,5.1,0.5,0.9,0.4,3.2,1.4,0.7,0.2,2.1,7.2,2364,7.7
Alec Burks,10012800,SG,31,DET,51,8,22.0,3.9,9.0,1.9,4.7,2.0,4.3,0.4,2.7,2.2,0.7,0.2,1.9,12.8,1122,16.5
De'Andre Hunter,9835881,SF,25,ATL,67,67,31.7,5.7,12.3,1.5,4.3,4.2,8.0,0.7,3.6,1.4,0.5,0.3,3.0,15.4,2126,11.5
James Wiseman,9603360,C,21,GSW/DET,45,22,19.3,4.2,7.5,0.1,0.4,4.1,7.1,1.6,4.3,0.7,0.2,0.6,2.4,10.0,867,15.6
Landry Shamet,9500000,SG,25,PHO,40,9,20.2,2.8,7.5,1.9,5.0,1.0,2.5,0.3,1.4,2.3,0.7,0.1,1.5,8.7,807,10.9
Malik Monk,9472219,SG,24,SAC,77,0,22.3,4.6,10.3,1.9,5.2,2.8,5.2,0.4,2.2,3.9,0.6,0.3,1.6,13.5,1719,16.6
Jalen Green,9441840,SG,20,HOU,76,76,34.2,7.4,17.9,2.5,7.3,5.0,10.6,0.6,3.2,3.7,0.8,0.2,1.7,22.1,2602,14.5
Jakob Poeltl,9398148,C,27,SAS/TOR,72,71,26.5,5.4,8.6,0.0,0.0,5.4,8.6,3.3,5.8,2.7,0.9,1.2,2.7,12.5,1906,21.0
Nerlens Noel,9391069,C,28,BRK/DET,17,4,11.5,0.8,2.1,0.1,0.1,0.7,2.0,0.6,2.1,0.6,0.9,0.6,1.9,2.1,195,7.9
Royce O'Neale,9200000,SF,29,BRK,76,53,31.7,3.0,7.8,2.1,5.5,0.9,2.3,0.7,4.3,3.7,0.9,0.6,3.1,8.8,2409,9.2
Monte Morris,9125000,PG,27,WAS,62,61,27.3,4.0,8.3,1.3,3.3,2.7,5.0,0.4,3.0,5.3,0.7,0.2,1.2,10.3,1695,15.0
Mason Plumlee,9080417,C,32,LAC/CHO,79,60,26.0,4.2,6.1,0.0,0.0,4.2,6.1,2.9,6.0,3.1,0.6,0.6,2.7,10.8,2054,19.6
Alex Caruso,9030000,PG,28,CHI,67,36,23.5,1.9,4.3,0.8,2.3,1.1,2.0,0.6,2.3,2.9,1.5,0.7,2.4,5.6,1575,11.5
Maxi Kleber,9000000,PF,31,DAL,37,5,25.1,2.1,4.6,1.1,3.0,1.0,1.5,0.8,2.8,1.4,0.3,0.8,2.3,5.9,930,8.7
Grayson Allen,8925000,SG,27,MIL,72,70,27.4,3.4,7.7,2.0,5.1,1.4,2.7,0.8,2.4,2.3,0.9,0.2,1.6,10.4,1972,12.3
Darius Garland,8920794,PG,23,CLE,69,69,35.5,7.6,16.4,2.4,6.0,5.1,10.4,0.4,2.3,7.8,1.2,0.1,2.1,21.6,2447,18.8
Isaiah Hartenstein,8854879,C,24,NYK,82,8,19.8,2.1,4.0,0.1,0.5,2.0,3.5,2.5,4.0,1.2,0.6,0.8,2.6,5.0,1626,14.2
Kyle Anderson,8780488,PF,29,MIN,69,46,28.4,3.7,7.2,0.6,1.5,3.0,5.7,1.0,4.4,4.9,1.1,0.9,2.1,9.4,1957,14.8
Victor Oladipo,8750000,SG,30,MIA,42,2,26.3,3.8,9.6,1.7,5.0,2.1,4.5,0.4,2.7,3.5,1.4,0.3,2.4,10.7,1106,10.6
Daniel Theis,8694369,C,30,IND,7,1,15.6,3.0,6.3,0.3,1.6,2.7,4.7,1.0,2.1,1.3,0.3,0.9,1.0,7.0,109,14.2
LaMelo Ball,8623920,PG,21,CHO,36,36,35.2,8.2,20.0,4.0,10.6,4.2,9.4,1.2,5.3,8.4,1.3,0.3,3.3,23.3,1268,17.9
Seth Curry,8496653,SG,32,BRK,61,7,19.9,3.4,7.4,1.5,3.8,1.9,3.6,0.2,1.4,1.6,0.6,0.1,1.6,9.2,1211,12.3
Evan Mobley,8478720,PF,21,CLE,79,79,34.4,6.6,12.0,0.3,1.3,6.4,10.7,2.4,6.6,2.8,0.8,1.5,2.8,16.2,2715,17.9
Gary Payton II,8300000,SG,30,GSW/POR,22,1,16.7,1.9,3.1,0.6,1.2,1.3,2.0,1.1,2.0,1.4,1.0,0.2,2.0,4.6,367,13.3
Dewayne Dedmon,8283688,C,33,PHI/MIA,38,1,11.2,2.0,4.0,0.3,1.0,1.7,2.9,0.9,2.6,0.7,0.2,0.5,2.0,5.2,426,15.5
De'Anthony Melton,8250000,SG,24,PHI,77,58,27.9,3.6,8.5,2.0,5.2,1.6,3.2,0.9,3.2,2.6,1.6,0.5,2.5,10.1,2150,12.7
JaMychal Green,8200000,PF,32,GSW,57,1,14.0,2.4,4.4,0.7,1.9,1.6,2.5,1.3,2.3,0.9,0.4,0.4,1.8,6.4,797,15.5
Keegan Murray,8008440,SF,22,SAC,80,78,29.8,4.4,9.8,2.6,6.3,1.9,3.5,1.1,3.5,1.2,0.8,0.5,2.0,12.2,2382,12.3
Kevon Looney,8000000,C,26,GSW,82,70,23.9,3.0,4.7,0.0,0.0,3.0,4.7,3.3,5.9,2.5,0.6,0.6,2.7,7.0,1958,17.8
Thaddeus Young,8000000,PF,34,TOR,54,9,14.7,2.0,3.7,0.1,0.6,1.9,3.0,1.3,1.8,1.4,1.0,0.1,1.6,4.4,795,14.1
Delon Wright,7804878,PG,30,WAS,50,14,24.4,2.8,5.8,0.8,2.4,1.9,3.4,1.2,2.4,3.9,1.8,0.3,1.2,7.4,1221,16.3
Patrick Williams,7775400,PF,21,CHI,82,65,28.3,3.8,8.3,1.4,3.4,2.4,4.9,1.0,3.0,1.2,0.9,0.9,1.8,10.2,2323,11.2
Scottie Barnes,7644600,SF,21,TOR,77,76,34.8,6.0,13.2,0.8,2.9,5.2,10.3,2.3,4.3,4.8,1.1,0.8,2.2,15.3,2678,15.5
Cedi Osman,7426088,SF,27,CLE,77,2,20.1,3.1,6.9,1.5,4.1,1.6,2.8,0.3,2.0,1.5,0.5,0.1,1.6,8.7,1548,12.0
Coby White,7413955,SG,22,CHI,74,2,23.4,3.6,8.0,1.7,4.6,1.8,3.4,0.2,2.6,2.8,0.7,0.1,1.6,9.7,1730,12.5
